Date,Temperature,Humidity,Rainfall,Latitude,Longitude
2024-03-10,29.35,57.23,0.0,10.75,76.0
2024-03-11,29.53,54.28,0.0,10.75,76.0
2024-03-12,29.7,55.91,0.01,10.75,76.0
2024-03-13,28.88,64.21,0.36,10.75,76.0
2024-03-14,28.74,66.66,0.51,10.75,76.0
2024-03-15,29.1,64.08,0.05,10.75,76.0
2024-03-16,29.45,58.76,0.02,10.75,76.0
2024-03-17,29.33,54.24,0.0,10.75,76.0
2024-03-18,29.32,57.35,0.04,10.75,76.0
2024-03-19,29.67,53.01,0.01,10.75,76.0
2024-03-20,29.6,55.81,0.04,10.75,76.0
2024-03-21,29.74,55.76,0.22,10.75,76.0
2024-03-22,30.23,56.43,0.13,10.75,76.0
2024-03-23,30.06,60.68,0.73,10.75,76.0
2024-03-24,30.31,53.34,0.27,10.75,76.0
2024-03-25,30.45,47.01,0.03,10.75,76.0
2024-03-26,30.39,46.32,0.29,10.75,76.0
2024-03-27,30.28,50.36,0.04,10.75,76.0
2024-03-28,30.25,55.21,0.15,10.75,76.0
2024-03-29,30.7,59.86,0.33,10.75,76.0
2024-03-30,30.83,58.75,0.05,10.75,76.0
2024-03-31,30.23,60.73,0.04,10.75,76.0
2024-04-01,30.25,61.47,0.02,10.75,76.0
2024-04-02,30.29,63.58,0.07,10.75,76.0
2024-04-03,30.11,65.43,0.19,10.75,76.0
2024-04-04,30.92,61.07,0.57,10.75,76.0
2024-04-05,30.54,64.21,0.99,10.75,76.0
2024-04-06,31.04,59.43,0.02,10.75,76.0
2024-04-07,30.68,63.76,0.09,10.75,76.0
2024-04-08,31.37,59.02,0.14,10.75,76.0
2024-04-09,31.3,55.15,0.2,10.75,76.0
2024-04-10,31.2,54.07,0.56,10.75,76.0
2024-04-11,30.74,61.04,9.61,10.75,76.0
2024-04-12,29.51,70.67,9.59,10.75,76.0
2024-04-13,29.12,66.88,2.6,10.75,76.0
2024-04-14,29.85,64.76,0.56,10.75,76.0
2024-04-15,30.52,58.14,0.09,10.75,76.0
2024-04-16,30.47,63.36,0.15,10.75,76.0
2024-04-17,29.4,73.27,0.0,10.75,76.0
2024-04-18,29.03,73.51,0.0,10.75,76.0
2024-04-19,29.1,73.26,0.0,10.75,76.0
2024-04-20,29.59,68.7,0.0,10.75,76.0
2024-04-21,30.43,65.24,0.86,10.75,76.0
2024-04-22,29.61,70.68,0.96,10.75,76.0
2024-04-23,29.76,67.62,0.13,10.75,76.0
2024-04-24,29.22,67.11,0.38,10.75,76.0
2024-04-25,30.43,61.34,0.17,10.75,76.0
2024-04-26,30.57,63.34,0.07,10.75,76.0
2024-04-27,30.81,61.5,0.03,10.75,76.0
2024-04-28,31.53,57.85,0.01,10.75,76.0
2024-04-29,31.81,56.99,0.01,10.75,76.0
2024-04-30,30.56,65.68,0.16,10.75,76.0
2024-05-01,30.43,68.57,0.15,10.75,76.0
2024-05-02,31.11,65.77,0.12,10.75,76.0
2024-05-03,29.9,70.79,0.46,10.75,76.0
2024-05-04,28.66,65.65,6.92,10.75,76.0
2024-05-05,29.48,65.92,2.49,10.75,76.0
2024-05-06,29.84,63.56,0.04,10.75,76.0
2024-05-07,29.83,65.82,1.35,10.75,76.0
2024-05-08,29.85,66.83,3.1,10.75,76.0
2024-05-09,28.57,74.34,7.9,10.75,76.0
2024-05-10,26.92,84.68,9.83,10.75,76.0
2024-05-11,28.41,75.62,4.56,10.75,76.0
2024-05-12,27.76,80.77,7.07,10.75,76.0
2024-05-13,27.43,83.23,20.0,10.75,76.0
2024-05-14,27.9,76.94,2.86,10.75,76.0
2024-05-15,28.38,75.22,7.45,10.75,76.0
2024-05-16,26.94,83.66,7.84,10.75,76.0
2024-05-17,27.83,78.9,15.2,10.75,76.0
2024-05-18,26.11,91.82,20.13,10.75,76.0
2024-05-19,25.7,88.75,31.62,10.75,76.0
2024-05-20,25.4,92.67,16.86,10.75,76.0
2024-05-21,26.04,86.48,24.72,10.75,76.0
2024-05-22,26.16,90.98,35.8,10.75,76.0
2024-05-23,26.04,93.34,23.31,10.75,76.0
2024-05-24,26.01,91.06,15.67,10.75,76.0
2024-05-25,25.61,87.25,7.55,10.75,76.0
2024-05-26,25.83,88.63,2.72,10.75,76.0
2024-05-27,25.85,86.23,2.85,10.75,76.0
2024-05-28,25.55,92.71,11.4,10.75,76.0
2024-05-29,26.07,88.64,10.88,10.75,76.0
2024-05-30,26.32,89.55,5.91,10.75,76.0
2024-05-31,26.46,90.09,4.58,10.75,76.0
2024-06-01,26.73,92.37,8.67,10.75,76.0
2024-06-02,26.14,87.71,8.92,10.75,76.0
2024-06-03,26.02,88.7,2.69,10.75,76.0
2024-06-04,25.98,87.51,2.57,10.75,76.0
2024-06-05,26.18,88.1,6.58,10.75,76.0
2024-06-06,25.16,89.15,29.49,10.75,76.0
2024-06-07,25.2,88.54,10.13,10.75,76.0
2024-06-08,25.54,89.88,11.87,10.75,76.0
2024-06-09,25.51,88.86,8.34,10.75,76.0
2024-06-10,25.52,89.49,10.01,10.75,76.0
2024-06-11,25.5,86.66,7.33,10.75,76.0
2024-06-12,25.13,84.21,11.49,10.75,76.0
2024-06-13,25.15,84.4,2.65,10.75,76.0
2024-06-14,25.5,87.07,1.95,10.75,76.0
2024-06-15,25.88,87.76,1.33,10.75,76.0
2024-06-16,25.92,88.21,5.04,10.75,76.0
2024-06-17,25.21,86.26,6.76,10.75,76.0
2024-06-18,25.46,87.46,8.88,10.75,76.0
2024-06-19,25.39,87.88,7.39,10.75,76.0
2024-06-20,24.98,89.81,4.85,10.75,76.0
2024-06-21,25.19,85.75,3.19,10.75,76.0
2024-06-22,23.93,89.67,9.85,10.75,76.0
2024-06-23,23.56,90.48,22.35,10.75,76.0
2024-06-24,24.03,89.59,14.96,10.75,76.0
2024-06-25,24.56,86.37,63.16,10.75,76.0
2024-06-26,24.38,88.56,15.19,10.75,76.0
2024-06-27,24.26,87.81,7.74,10.75,76.0
2024-06-28,24.74,88.54,6.87,10.75,76.0
2024-06-29,24.95,89.98,14.3,10.75,76.0
2024-06-30,24.99,90.38,5.21,10.75,76.0
2024-07-01,24.29,89.68,30.26,10.75,76.0
2024-07-02,24.63,86.99,5.9,10.75,76.0
2024-07-03,25.24,90.89,11.51,10.75,76.0
2024-07-04,24.65,88.54,2.89,10.75,76.0
2024-07-05,24.68,88.22,2.66,10.75,76.0
2024-07-06,23.82,91.87,8.57,10.75,76.0
2024-07-07,24.43,89.52,7.02,10.75,76.0
2024-07-08,23.94,92.42,14.01,10.75,76.0
2024-07-09,23.89,91.64,5.26,10.75,76.0
2024-07-10,24.17,91.27,5.44,10.75,76.0
2024-07-11,24.08,86.28,2.38,10.75,76.0
2024-07-12,24.55,89.11,21.7,10.75,76.0
2024-07-13,23.62,91.49,17.76,10.75,76.0
2024-07-14,24.51,90.34,22.63,10.75,76.0
2024-07-15,24.43,94.04,51.45,10.75,76.0
2024-07-16,23.77,93.35,33.37,10.75,76.0
2024-07-17,24.2,92.5,35.39,10.75,76.0
2024-07-18,24.21,93.13,15.54,10.75,76.0
2024-07-19,24.47,93.55,16.91,10.75,76.0
2024-07-20,24.64,92.93,6.22,10.75,76.0
2024-07-21,24.59,92.3,1.41,10.75,76.0
2024-07-22,24.32,91.55,6.51,10.75,76.0
2024-07-23,24.21,90.34,4.38,10.75,76.0
2024-07-24,24.3,89.81,5.96,10.75,76.0
2024-07-25,24.33,91.13,28.47,10.75,76.0
2024-07-26,24.49,92.97,17.06,10.75,76.0
2024-07-27,24.58,92.32,9.46,10.75,76.0
2024-07-28,24.5,93.24,13.29,10.75,76.0
2024-07-29,24.89,93.46,65.43,10.75,76.0
2024-07-30,24.03,92.96,32.38,10.75,76.0
2024-07-31,24.52,93.25,16.52,10.75,76.0
2024-08-01,24.67,93.22,19.47,10.75,76.0
2024-08-02,24.01,92.59,7.09,10.75,76.0
2024-08-03,24.05,90.43,5.43,10.75,76.0
2024-08-04,24.26,91.04,6.36,10.75,76.0
2024-08-05,24.2,90.82,4.16,10.75,76.0
2024-08-06,23.86,92.03,4.99,10.75,76.0
2024-08-07,23.78,92.77,2.91,10.75,76.0
2024-08-08,23.91,92.03,2.4,10.75,76.0
2024-08-09,24.45,92.01,2.94,10.75,76.0
2024-08-10,24.6,92.8,9.33,10.75,76.0
2024-08-11,24.9,92.77,5.19,10.75,76.0
2024-08-12,25.4,92.22,6.24,10.75,76.0
2024-08-13,26.14,89.16,25.92,10.75,76.0
2024-08-14,25.74,90.86,6.14,10.75,76.0
2024-08-15,25.53,91.27,5.78,10.75,76.0
2024-08-16,25.85,91.64,4.81,10.75,76.0
2024-08-17,24.82,93.08,1.18,10.75,76.0
2024-08-18,25.25,90.18,2.93,10.75,76.0
2024-08-19,24.95,93.74,6.22,10.75,76.0
2024-08-20,24.77,91.72,8.23,10.75,76.0
2024-08-21,24.25,93.75,6.29,10.75,76.0
2024-08-22,24.68,91.65,1.18,10.75,76.0
2024-08-23,24.83,90.11,0.17,10.75,76.0
2024-08-24,24.57,91.3,1.95,10.75,76.0
2024-08-25,24.5,90.01,2.55,10.75,76.0
2024-08-26,24.74,90.38,2.89,10.75,76.0
2024-08-27,24.86,90.54,3.64,10.75,76.0
2024-08-28,24.47,90.3,7.03,10.75,76.0
2024-08-29,24.78,91.42,13.57,10.75,76.0
2024-08-30,24.66,94.64,15.0,10.75,76.0
2024-08-31,24.51,92.74,10.36,10.75,76.0
2024-09-01,24.3,93.0,8.37,10.75,76.0
2024-09-02,24.32,92.75,10.98,10.75,76.0
2024-09-03,24.81,92.1,8.0,10.75,76.0
2024-09-04,25.02,90.52,6.29,10.75,76.0
2024-09-05,24.89,90.97,2.78,10.75,76.0
2024-09-06,24.61,92.18,2.23,10.75,76.0
2024-09-07,24.81,91.12,3.5,10.75,76.0
2024-09-08,24.7,91.11,10.84,10.75,76.0
2024-09-09,24.61,93.03,8.03,10.75,76.0
2024-09-10,25.15,91.3,9.01,10.75,76.0
2024-09-11,25.18,91.27,6.55,10.75,76.0
2024-09-12,24.78,89.56,2.78,10.75,76.0
2024-09-13,25.1,88.43,0.27,10.75,76.0
2024-09-14,25.0,88.64,0.67,10.75,76.0
2024-09-15,25.1,88.67,0.25,10.75,76.0
2024-09-16,25.04,88.72,0.15,10.75,76.0
2024-09-17,25.12,88.73,0.2,10.75,76.0
2024-09-18,24.57,87.22,0.1,10.75,76.0
2024-09-19,23.99,88.79,0.18,10.75,76.0
2024-09-20,24.92,87.61,0.39,10.75,76.0
2024-09-21,25.01,87.57,0.45,10.75,76.0
2024-09-22,24.85,88.91,5.92,10.75,76.0
2024-09-23,23.96,89.94,5.65,10.75,76.0
2024-09-24,24.36,91.71,5.07,10.75,76.0
2024-09-25,24.73,87.39,1.15,10.75,76.0
2024-09-26,24.74,89.09,1.45,10.75,76.0
2024-09-27,24.91,88.2,0.99,10.75,76.0
2024-09-28,25.45,87.09,4.6,10.75,76.0
2024-09-29,25.7,85.64,10.33,10.75,76.0
2024-09-30,25.46,87.08,5.28,10.75,76.0
2024-10-01,25.97,86.42,1.38,10.75,76.0
2024-10-02,25.99,87.31,2.45,10.75,76.0
2024-10-03,25.43,90.09,0.88,10.75,76.0
2024-10-04,24.92,91.35,4.17,10.75,76.0
2024-10-05,24.69,87.55,9.49,10.75,76.0
2024-10-06,24.8,86.92,10.78,10.75,76.0
2024-10-07,24.72,86.01,15.67,10.75,76.0
2024-10-08,25.14,89.05,8.06,10.75,76.0
2024-10-09,24.76,93.67,11.61,10.75,76.0
2024-10-10,24.63,89.51,2.45,10.75,76.0
2024-10-11,23.99,92.82,14.2,10.75,76.0
2024-10-12,24.07,92.92,9.86,10.75,76.0
2024-10-13,24.78,90.27,24.04,10.75,76.0
2024-10-14,24.05,93.19,9.76,10.75,76.0
2024-10-15,23.01,87.51,19.81,10.75,76.0
2024-10-16,23.38,90.62,11.5,10.75,76.0
2024-10-17,24.25,88.39,3.54,10.75,76.0
2024-10-18,24.92,89.06,4.69,10.75,76.0
2024-10-19,24.29,89.89,2.06,10.75,76.0
2024-10-20,25.43,85.43,5.34,10.75,76.0
2024-10-21,25.67,87.29,5.59,10.75,76.0
2024-10-22,25.18,88.93,12.74,10.75,76.0
2024-10-23,25.65,87.72,16.69,10.75,76.0
2024-10-24,23.72,89.72,8.59,10.75,76.0
2024-10-25,24.81,85.16,5.1,10.75,76.0
2024-10-26,25.18,86.46,2.82,10.75,76.0
2024-10-27,25.13,84.3,0.4,10.75,76.0
2024-10-28,24.71,83.79,1.48,10.75,76.0
2024-10-29,25.2,85.48,1.0,10.75,76.0
2024-10-30,25.48,86.24,0.09,10.75,76.0
2024-10-31,25.8,87.09,6.85,10.75,76.0
2024-11-01,25.82,88.29,13.13,10.75,76.0
2024-11-02,25.25,90.02,12.16,10.75,76.0
2024-11-03,25.18,88.48,13.28,10.75,76.0
2024-11-04,25.07,86.97,20.43,10.75,76.0
2024-11-05,24.69,86.26,5.79,10.75,76.0
2024-11-06,25.09,83.84,0.19,10.75,76.0
2024-11-07,25.38,83.61,3.27,10.75,76.0
2024-11-08,25.68,84.67,2.24,10.75,76.0
2024-11-09,25.1,81.75,0.48,10.75,76.0
2024-11-10,25.01,78.09,0.04,10.75,76.0
2024-11-11,25.2,76.29,0.1,10.75,76.0
2024-11-12,25.03,81.65,0.36,10.75,76.0
2024-11-13,25.24,86.77,1.52,10.75,76.0
2024-11-14,24.94,88.29,7.47,10.75,76.0
2024-11-15,25.11,86.91,14.3,10.75,76.0
2024-11-16,25.02,85.95,9.93,10.75,76.0
2024-11-17,25.38,85.74,4.85,10.75,76.0
2024-11-18,24.6,84.26,0.79,10.75,76.0
2024-11-19,24.85,83.2,1.55,10.75,76.0
2024-11-20,24.27,84.07,0.16,10.75,76.0
2024-11-21,24.12,82.75,0.1,10.75,76.0
2024-11-22,24.85,82.8,0.06,10.75,76.0
2024-11-23,24.52,82.9,0.06,10.75,76.0
2024-11-24,24.58,81.63,0.01,10.75,76.0
2024-11-25,23.62,81.69,0.0,10.75,76.0
2024-11-26,23.34,83.8,1.8,10.75,76.0
2024-11-27,24.74,85.06,1.65,10.75,76.0
2024-11-28,25.34,78.61,0.1,10.75,76.0
2024-11-29,24.83,82.98,0.8,10.75,76.0
2024-11-30,25.1,88.25,0.89,10.75,76.0
2024-12-01,25.27,90.55,15.05,10.75,76.0
2024-12-02,24.97,95.76,40.07,10.75,76.0
2024-12-03,24.41,91.34,25.11,10.75,76.0
2024-12-04,24.87,84.14,0.88,10.75,76.0
2024-12-05,25.01,84.88,1.95,10.75,76.0
2024-12-06,24.92,84.9,0.29,10.75,76.0
2024-12-07,24.96,84.14,0.9,10.75,76.0
2024-12-08,24.99,84.0,0.29,10.75,76.0
2024-12-09,24.82,82.64,0.06,10.75,76.0
2024-12-10,24.88,83.3,0.21,10.75,76.0
2024-12-11,24.83,81.56,0.22,10.75,76.0
2024-12-12,24.23,86.29,5.71,10.75,76.0
2024-12-13,23.86,89.96,15.83,10.75,76.0
2024-12-14,23.79,85.15,1.93,10.75,76.0
2024-12-15,22.5,81.24,0.3,10.75,76.0
2024-12-16,22.51,82.43,0.0,10.75,76.0
2024-12-17,23.51,77.58,0.02,10.75,76.0
2024-12-18,23.76,81.34,0.0,10.75,76.0
2024-12-19,24.52,83.97,0.0,10.75,76.0
2024-12-20,25.03,85.72,0.0,10.75,76.0
2024-12-21,25.44,88.04,0.05,10.75,76.0
2024-12-22,24.75,85.91,0.01,10.75,76.0
2024-12-23,23.88,84.31,0.04,10.75,76.0
2024-12-24,23.92,81.63,0.02,10.75,76.0
2024-12-25,24.24,82.9,0.01,10.75,76.0
2024-12-26,24.92,82.45,2.67,10.75,76.0
2024-12-27,25.07,83.27,4.24,10.75,76.0
2024-12-28,24.18,78.49,0.11,10.75,76.0
2024-12-29,24.22,76.97,0.01,10.75,76.0
2024-12-30,24.58,79.58,0.43,10.75,76.0
2024-12-31,24.99,77.36,0.07,10.75,76.0
2020-01-01,23.29,84.19,0.39,10.75,76.9
2020-01-02,23.47,83.99,0.0,10.75,76.9
2020-01-03,24.16,81.69,0.0,10.75,76.9
2020-01-04,24.82,79.67,0.0,10.75,76.9
2020-01-05,24.29,81.83,0.0,10.75,76.9
2020-01-06,23.62,80.84,0.01,10.75,76.9
2020-01-07,23.06,79.6,0.01,10.75,76.9
2020-01-08,22.89,77.51,0.0,10.75,76.9
2020-01-09,22.67,76.74,0.0,10.75,76.9
2020-01-10,22.06,76.82,0.0,10.75,76.9
2020-01-11,21.53,72.99,0.0,10.75,76.9
2020-01-12,21.42,75.82,0.0,10.75,76.9
2020-01-13,22.42,76.01,0.0,10.75,76.9
2020-01-14,22.2,73.99,0.0,10.75,76.9
2020-01-15,21.32,72.68,0.0,10.75,76.9
2020-01-16,21.45,70.68,0.0,10.75,76.9
2020-01-17,22.63,73.71,0.03,10.75,76.9
2020-01-18,24.04,78.97,1.18,10.75,76.9
2020-01-19,23.68,79.55,3.06,10.75,76.9
2020-01-20,23.47,73.46,0.04,10.75,76.9
2020-01-21,22.96,69.5,0.0,10.75,76.9
2020-01-22,23.02,71.48,0.0,10.75,76.9
2020-01-23,23.85,75.73,0.0,10.75,76.9
2020-01-24,22.87,65.2,0.0,10.75,76.9
2020-01-25,21.93,62.99,0.0,10.75,76.9
2020-01-26,22.65,64.4,0.0,10.75,76.9
2020-01-27,23.79,62.5,0.0,10.75,76.9
2020-01-28,24.45,68.02,0.0,10.75,76.9
2020-01-29,24.75,64.34,0.0,10.75,76.9
2020-01-30,25.2,64.05,0.0,10.75,76.9
2020-01-31,24.59,66.34,0.0,10.75,76.9
2020-02-01,24.37,66.43,0.0,10.75,76.9
2020-02-02,23.66,65.38,0.0,10.75,76.9
2020-02-03,23.59,65.64,0.0,10.75,76.9
2020-02-04,24.03,65.23,0.01,10.75,76.9
2020-02-05,24.42,72.36,1.35,10.75,76.9
2020-02-06,24.49,66.75,0.56,10.75,76.9
2020-02-07,24.21,73.78,0.62,10.75,76.9
2020-02-08,25.36,68.39,0.0,10.75,76.9
2020-02-09,25.22,65.65,0.29,10.75,76.9
2020-02-10,25.37,64.59,0.21,10.75,76.9
2020-02-11,25.09,61.77,0.0,10.75,76.9
2020-02-12,24.99,61.58,0.0,10.75,76.9
2020-02-13,25.06,58.12,0.0,10.75,76.9
2020-02-14,25.0,58.6,0.0,10.75,76.9
2020-02-15,26.13,56.15,0.0,10.75,76.9
2020-02-16,24.95,50.99,0.0,10.75,76.9
2020-02-17,24.04,48.41,0.0,10.75,76.9
2020-02-18,24.25,53.16,0.0,10.75,76.9
2020-02-19,23.29,59.83,0.0,10.75,76.9
2020-02-20,23.84,55.75,0.0,10.75,76.9
2020-02-21,24.68,59.64,0.0,10.75,76.9
2020-02-22,26.45,61.57,0.0,10.75,76.9
2020-02-23,25.87,58.89,0.0,10.75,76.9
2020-02-24,25.92,56.69,0.0,10.75,76.9
2020-02-25,26.8,52.72,0.0,10.75,76.9
2020-02-26,27.08,51.23,0.01,10.75,76.9
2020-02-27,27.41,51.43,0.11,10.75,76.9
2020-02-28,27.44,56.22,0.07,10.75,76.9
2020-02-29,27.25,54.73,0.09,10.75,76.9
2020-03-01,27.52,57.82,1.22,10.75,76.9
2020-03-02,24.3,75.7,3.55,10.75,76.9
2020-03-03,24.4,71.12,0.59,10.75,76.9
2020-03-04,25.69,70.45,0.52,10.75,76.9
2020-03-05,26.82,67.57,0.22,10.75,76.9
2020-03-06,27.61,61.73,0.02,10.75,76.9
2020-03-07,28.01,58.67,0.0,10.75,76.9
2020-03-08,28.16,59.03,0.79,10.75,76.9
2020-03-09,28.78,60.14,0.27,10.75,76.9
2020-03-10,29.3,48.99,0.0,10.75,76.9
2020-03-11,28.95,52.59,0.51,10.75,76.9
2020-03-12,28.74,54.56,1.07,10.75,76.9
2020-03-13,28.15,43.37,0.0,10.75,76.9
2020-03-14,28.47,46.17,0.0,10.75,76.9
2020-03-15,28.64,49.28,0.0,10.75,76.9
2020-03-16,28.95,49.14,0.0,10.75,76.9
2020-03-17,28.77,48.55,0.0,10.75,76.9
2020-03-18,28.55,48.51,0.0,10.75,76.9
2020-03-19,29.49,43.13,0.0,10.75,76.9
2020-03-20,29.4,53.52,1.0,10.75,76.9
2020-03-21,28.42,60.55,4.33,10.75,76.9
2020-03-22,29.0,56.6,0.33,10.75,76.9
2020-03-23,29.06,56.46,0.32,10.75,76.9
2020-03-24,29.64,49.92,0.07,10.75,76.9
2020-03-25,29.25,50.71,0.09,10.75,76.9
2020-03-26,29.16,46.01,0.01,10.75,76.9
2020-03-27,29.2,45.71,0.0,10.75,76.9
2020-03-28,29.33,42.34,0.01,10.75,76.9
2020-03-29,29.46,42.32,0.05,10.75,76.9
2020-03-30,29.45,37.91,0.17,10.75,76.9
2020-03-31,29.29,36.24,0.33,10.75,76.9
2020-04-01,29.38,39.2,0.0,10.75,76.9
2020-04-02,30.49,41.11,0.0,10.75,76.9
2020-04-03,30.35,41.54,0.0,10.75,76.9
2020-04-04,30.21,43.6,0.0,10.75,76.9
2020-04-05,30.34,51.43,0.28,10.75,76.9
2020-04-06,29.01,61.77,1.56,10.75,76.9
2020-04-07,25.76,79.72,2.87,10.75,76.9
2020-04-08,28.0,61.7,0.47,10.75,76.9
2020-04-09,28.57,64.81,5.25,10.75,76.9
2020-04-10,28.71,58.92,0.28,10.75,76.9
2020-04-11,28.84,53.25,0.39,10.75,76.9
2020-04-12,28.74,49.94,0.41,10.75,76.9
2020-04-13,29.23,43.55,0.0,10.75,76.9
2020-04-14,29.95,41.44,0.01,10.75,76.9
2020-04-15,30.3,44.88,0.02,10.75,76.9
2020-04-16,30.42,48.84,0.07,10.75,76.9
2020-04-17,30.77,52.05,0.19,10.75,76.9
2020-04-18,30.89,52.46,0.24,10.75,76.9
2020-04-19,30.76,52.11,0.05,10.75,76.9
2020-04-20,31.04,47.99,0.28,10.75,76.9
2020-04-21,31.09,49.75,0.69,10.75,76.9
2020-04-22,30.15,59.78,1.71,10.75,76.9
2020-04-23,29.65,63.79,1.13,10.75,76.9
2020-04-24,28.21,62.11,0.89,10.75,76.9
2020-04-25,29.4,59.57,0.57,10.75,76.9
2020-04-26,27.36,71.82,5.06,10.75,76.9
2020-04-27,28.46,69.03,1.09,10.75,76.9
2020-04-28,27.0,76.63,2.52,10.75,76.9
2020-04-29,25.26,78.41,10.54,10.75,76.9
2020-04-30,27.85,60.67,0.12,10.75,76.9
2020-05-01,28.45,67.18,4.3,10.75,76.9
2020-05-02,28.59,68.66,2.04,10.75,76.9
2020-05-03,30.17,62.19,0.48,10.75,76.9
2020-05-04,29.65,64.08,0.2,10.75,76.9
2020-05-05,29.57,64.16,0.14,10.75,76.9
2020-05-06,28.0,73.71,2.48,10.75,76.9
2020-05-07,27.52,76.36,3.63,10.75,76.9
2020-05-08,26.73,79.96,2.88,10.75,76.9
2020-05-09,29.46,64.93,0.07,10.75,76.9
2020-05-10,28.51,69.29,0.12,10.75,76.9
2020-05-11,28.28,69.02,0.18,10.75,76.9
2020-05-12,27.81,69.01,0.46,10.75,76.9
2020-05-13,29.15,56.67,0.37,10.75,76.9
2020-05-14,27.93,71.79,0.26,10.75,76.9
2020-05-15,27.85,73.33,0.88,10.75,76.9
2020-05-16,27.92,70.7,0.72,10.75,76.9
2020-05-17,27.23,75.89,4.66,10.75,76.9
2020-05-18,26.04,76.35,5.75,10.75,76.9
2020-05-19,26.65,75.61,1.1,10.75,76.9
2020-05-20,27.66,71.12,0.42,10.75,76.9
2020-05-21,26.27,74.89,2.28,10.75,76.9
2020-05-22,27.58,67.72,0.44,10.75,76.9
2020-05-23,28.7,69.95,0.03,10.75,76.9
2020-05-24,28.21,72.47,0.51,10.75,76.9
2020-05-25,27.26,77.6,2.86,10.75,76.9
2020-05-26,27.36,76.08,0.92,10.75,76.9
2020-05-27,27.24,76.95,2.02,10.75,76.9
2020-05-28,26.86,79.17,19.29,10.75,76.9
2020-05-29,26.61,75.31,4.0,10.75,76.9
2020-05-30,26.36,77.43,2.47,10.75,76.9
2020-05-31,26.35,79.36,1.77,10.75,76.9
2020-06-01,25.82,82.97,3.16,10.75,76.9
2020-06-02,25.15,81.71,9.91,10.75,76.9
2020-06-03,25.15,82.93,1.48,10.75,76.9
2020-06-04,25.11,81.6,5.93,10.75,76.9
2020-06-05,25.52,81.32,5.15,10.75,76.9
2020-06-06,25.52,79.25,5.71,10.75,76.9
2020-06-07,25.12,81.15,5.07,10.75,76.9
2020-06-08,25.82,72.24,0.14,10.75,76.9
2020-06-09,25.22,77.07,2.1,10.75,76.9
2020-06-10,24.99,77.5,3.29,10.75,76.9
2020-06-11,25.12,76.22,0.86,10.75,76.9
2020-06-12,24.81,74.82,2.91,10.75,76.9
2020-06-13,25.61,74.08,1.95,10.75,76.9
2020-06-14,25.43,77.28,3.16,10.75,76.9
2020-06-15,25.87,79.94,1.61,10.75,76.9
2020-06-16,25.31,84.83,3.7,10.75,76.9
2020-06-17,24.87,83.3,2.68,10.75,76.9
2020-06-18,24.57,80.21,2.0,10.75,76.9
2020-06-19,24.57,81.06,1.77,10.75,76.9
2020-06-20,25.08,75.92,0.64,10.75,76.9
2020-06-21,24.13,81.27,3.67,10.75,76.9
2020-06-22,24.88,78.25,2.98,10.75,76.9
2020-06-23,24.84,75.45,0.21,10.75,76.9
2020-06-24,25.28,75.18,1.11,10.75,76.9
2020-06-25,24.4,81.9,10.13,10.75,76.9
2020-06-26,24.68,81.5,4.62,10.75,76.9
2020-06-27,24.76,83.95,3.24,10.75,76.9
2020-06-28,25.16,85.8,10.76,10.75,76.9
2020-06-29,25.02,86.14,7.42,10.75,76.9
2020-06-30,25.41,77.95,2.18,10.75,76.9
2020-07-01,24.63,79.83,0.51,10.75,76.9
2020-07-02,24.13,82.55,6.26,10.75,76.9
2020-07-03,23.1,83.39,8.3,10.75,76.9
2020-07-04,23.46,83.82,7.85,10.75,76.9
2020-07-05,24.39,79.35,3.53,10.75,76.9
2020-07-06,23.5,85.54,14.36,10.75,76.9
2020-07-07,24.02,82.98,6.02,10.75,76.9
2020-07-08,24.24,87.35,9.52,10.75,76.9
2020-07-09,23.45,87.62,20.77,10.75,76.9
2020-07-10,23.95,85.44,2.34,10.75,76.9
2020-07-11,24.08,84.29,5.84,10.75,76.9
2020-07-12,24.42,82.83,2.31,10.75,76.9
2020-07-13,24.16,83.58,4.32,10.75,76.9
2020-07-14,24.14,87.55,3.49,10.75,76.9
2020-07-15,23.74,89.58,5.72,10.75,76.9
2020-07-16,23.98,86.15,10.43,10.75,76.9
2020-07-17,23.16,88.06,10.15,10.75,76.9
2020-07-18,23.79,85.96,3.04,10.75,76.9
2020-07-19,23.99,86.09,5.31,10.75,76.9
2020-07-20,23.97,90.48,32.56,10.75,76.9
2020-07-21,24.3,84.81,2.4,10.75,76.9
2020-07-22,24.87,86.63,0.63,10.75,76.9
2020-07-23,24.33,89.08,6.82,10.75,76.9
2020-07-24,23.86,87.38,12.75,10.75,76.9
2020-07-25,22.95,89.32,2.26,10.75,76.9
2020-07-26,23.46,87.15,1.72,10.75,76.9
2020-07-27,23.96,84.42,2.43,10.75,76.9
2020-07-28,23.85,87.57,5.47,10.75,76.9
2020-07-29,23.45,89.33,16.24,10.75,76.9
2020-07-30,23.43,88.28,7.34,10.75,76.9
2020-07-31,23.99,89.01,10.18,10.75,76.9
2020-08-01,23.33,87.67,7.08,10.75,76.9
2020-08-02,23.24,87.98,8.62,10.75,76.9
2020-08-03,23.48,88.48,13.01,10.75,76.9
2020-08-04,23.57,86.75,15.98,10.75,76.9
2020-08-05,23.64,87.97,10.24,10.75,76.9
2020-08-06,24.66,86.59,22.51,10.75,76.9
2020-08-07,23.94,88.31,27.33,10.75,76.9
